32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
32,2,100
